eventLength,eventVersion,eventType,sequence,manufacturer,sw,hw,deviceMajorId,deviceMinorId,battery,wakeTime,imei,cellId,ecl,rssi,rsrp,rsrq,plmn,aux,ns,latitude,ew,longitude,gpsTimestamp,altitude,positionHorizontalError,satellites,hdop,rawEvent,incidenceId,eventDate,isDGTNotificated,manufacturerId,deviceId
77,1,1,1,1,9,2,0000,00E8,6,3,869154040071107,04582D3,0,-73,-85,26,21401,00000,,0,,0,,0,0,0,0,MDc3MDAxMTAwMTAwMDEwOTAyMDAwMDAwRTg2MDAwMzg2OTE1NDA0MDA3MTEwNzA0NTgyRDNFIC03MyAtODUgIDI2IDIxNDAxMDAwMDA=,37782,2022-01-24T16:35:58Z,0,,232
77,1,0,0,1,9,2,0000,00E8,6.1,1,869154040071107,04582D3,0,-74,-86,26,21401,00000,,0,,0,,0,0,0,0,MDc3MDAxMDAwMDAwMDEwOTAyMDAwMDAwRTg2MTAwMTg2OTE1NDA0MDA3MTEwNzA0NTgyRDNFIC03NCAtODYgIDI2IDIxNDAxMDAwMDA=,37782,2022-01-24T16:34:27Z,0,,232
77,1,2,1,1,9,2,0000,00E8,5.2,2,869154040071107,0F98683,0,-73,-84,29,21401,00000,,0,,0,,0,0,0,0,MDc3MDAxMjAwMTAwMDEwOTAyMDAwMDAwRTg1MjAwMjg2OTE1NDA0MDA3MTEwNzBGOTg2ODNEIC03MyAtODQgIDI5IDIxNDAxMDAwMDA=,37781,2022-01-18T09:17:05Z,0,,232
77,1,0,0,1,9,2,0000,00E8,5.3,1,869154040071107,0F98683,0,-74,-84,29,21401,00000,,0,,0,,0,0,0,0,MDc3MDAxMDAwMDAwMDEwOTAyMDAwMDAwRTg1MzAwMTg2OTE1NDA0MDA3MTEwNzBGOTg2ODNEIC03NCAtODQgIDI5IDIxNDAxMDAwMDA=,37781,2022-01-18T09:16:30Z,0,,232
125,1,2,4,1,9,2,0000,00E8,5.2,7,869154040071107,0F98683,0,-70,-83,27,21401,00000,N,41.643649,W,0.762395,2022-01-18T08:22:30Z,189,15,6,1.43,MTI1MDAxMjAwNDAwMDEwOTAyMDAwMDAwRTg1MjAwNzg2OTE1NDA0MDA3MTEwNzBGOTg2ODNEIC03MCAtODMgIDI3IDIxNDAxMDAwMDBONDEuNjQzNjQ5VzAwMC43NjIzOTUyMDIyMDExODA4MjIyOTAxODkxNTA2MDEuNDM=,37780,2022-01-18T08:23:42Z,0,,232
125,1,1,3,1,9,2,0000,00E8,5.2,6,869154040071107,0F98683,0,-70,-83,28,21401,00000,N,41.643649,W,0.762395,2022-01-18T08:20:58Z,189,15,6,1.43,MTI1MDAxMTAwMzAwMDEwOTAyMDAwMDAwRTg1MjAwNjg2OTE1NDA0MDA3MTEwNzBGOTg2ODNEIC03MCAtODMgIDI4IDIxNDAxMDAwMDBONDEuNjQzNjQ5VzAwMC43NjIzOTUyMDIyMDExODA4MjA1NzAxODkxNTA2MDEuNDM=,37780,2022-01-18T08:22:13Z,0,,232
125,1,1,2,1,9,2,0000,00E8,5.2,4,869154040071107,0F98683,0,-70,-82,29,21401,00000,N,41.643649,W,0.762395,2022-01-18T08:19:51Z,189,15,6,1.43,MTI1MDAxMTAwMjAwMDEwOTAyMDAwMDAwRTg1MjAwNDg2OTE1NDA0MDA3MTEwNzBGOTg2ODNEIC03MCAtODIgIDI5IDIxNDAxMDAwMDBONDEuNjQzNjQ5VzAwMC43NjIzOTUyMDIyMDExODA4MTk1MDAxODkxNTA2MDEuNDM=,37780,2022-01-18T08:20:42Z,0,,232
77,1,1,1,1,9,2,0000,00E8,5.3,3,869154040071107,0F98683,0,-70,-82,29,21401,00000,,0,,0,,0,0,0,0,MDc3MDAxMTAwMTAwMDEwOTAyMDAwMDAwRTg1MzAwMzg2OTE1NDA0MDA3MTEwNzBGOTg2ODNEIC03MCAtODIgIDI5IDIxNDAxMDAwMDA=,37780,2022-01-18T08:19:11Z,0,,232
77,1,0,0,1,9,2,0000,00E8,5.4,1,869154040071107,0F98683,0,-71,-82,29,21401,00000,,0,,0,,0,0,0,0,MDc3MDAxMDAwMDAwMDEwOTAyMDAwMDAwRTg1NDAwMTg2OTE1NDA0MDA3MTEwNzBGOTg2ODNEIC03MSAtODIgIDI5IDIxNDAxMDAwMDA=,37780,2022-01-18T08:17:40Z,0,,232
77,1,2,9,1,9,2,0000,0099,5,14,869154040182052,0F98683,0,-65,-80,25,21401,00000,,0,,0,,0,0,0,0,MDc3MDAxMjAwOTAwMDEwOTAyMDAwMDAwOTk1MDAxNDg2OTE1NDA0MDE4MjA1MjBGOTg2ODNEIC02NSAtODAgIDI1IDIxNDAxMDAwMDA=,37779,2022-01-11T13:17:05Z,0,,153
77,1,1,8,1,9,2,0000,0099,5,13,869154040182052,0F98683,0,-66,-82,25,21401,00000,,0,,0,,0,0,0,0,MDc3MDAxMTAwODAwMDEwOTAyMDAwMDAwOTk1MDAxMzg2OTE1NDA0MDE4MjA1MjBGOTg2ODNEIC02NiAtODIgIDI1IDIxNDAxMDAwMDA=,37779,2022-01-11T13:16:34Z,0,,153
77,1,1,7,1,9,2,0000,0099,5,12,869154040182052,0F98683,0,-67,-83,25,21401,00000,,0,,0,,0,0,0,0,MDc3MDAxMTAwNzAwMDEwOTAyMDAwMDAwOTk1MDAxMjg2OTE1NDA0MDE4MjA1MjBGOTg2ODNEIC02NyAtODMgIDI1IDIxNDAxMDAwMDA=,37779,2022-01-11T13:15:03Z,0,,153
77,1,1,6,1,9,2,0000,0099,5,10,869154040182052,0F98683,0,-68,-85,23,21401,00000,,0,,0,,0,0,0,0,MDc3MDAxMTAwNjAwMDEwOTAyMDAwMDAwOTk1MDAxMDg2OTE1NDA0MDE4MjA1MjBGOTg2ODNEIC02OCAtODUgIDIzIDIxNDAxMDAwMDA=,37779,2022-01-11T13:13:32Z,0,,153
77,1,1,5,1,9,2,0000,0099,5,9,869154040182052,0F98683,0,-68,-86,24,21401,00000,,0,,0,,0,0,0,0,MDc3MDAxMTAwNTAwMDEwOTAyMDAwMDAwOTk1MDAwOTg2OTE1NDA0MDE4MjA1MjBGOTg2ODNEIC02OCAtODYgIDI0IDIxNDAxMDAwMDA=,37779,2022-01-11T13:12:01Z,0,,153
77,1,1,4,1,9,2,0000,0099,5,7,869154040182052,0F98683,0,-69,-85,26,21401,00000,,0,,0,,0,0,0,0,MDc3MDAxMTAwNDAwMDEwOTAyMDAwMDAwOTk1MDAwNzg2OTE1NDA0MDE4MjA1MjBGOTg2ODNEIC02OSAtODUgIDI2IDIxNDAxMDAwMDA=,37779,2022-01-11T13:10:31Z,0,,153
77,1,1,3,1,9,2,0000,0099,5,6,869154040182052,0F98683,0,-69,-85,27,21401,00000,,0,,0,,0,0,0,0,MDc3MDAxMTAwMzAwMDEwOTAyMDAwMDAwOTk1MDAwNjg2OTE1NDA0MDE4MjA1MjBGOTg2ODNEIC02OSAtODUgIDI3IDIxNDAxMDAwMDA=,37779,2022-01-11T13:09:00Z,0,,153
77,1,1,2,1,9,2,0000,0099,5,4,869154040182052,0F98683,0,-70,-84,28,21401,00000,,0,,0,,0,0,0,0,MDc3MDAxMTAwMjAwMDEwOTAyMDAwMDAwOTk1MDAwNDg2OTE1NDA0MDE4MjA1MjBGOTg2ODNEIC03MCAtODQgIDI4IDIxNDAxMDAwMDA=,37779,2022-01-11T13:07:30Z,0,,153
77,1,1,1,1,9,2,0000,0099,5,3,869154040182052,0F98683,0,-70,-83,30,21401,00000,,0,,0,,0,0,0,0,MDc3MDAxMTAwMTAwMDEwOTAyMDAwMDAwOTk1MDAwMzg2OTE1NDA0MDE4MjA1MjBGOTg2ODNEIC03MCAtODMgIDMwIDIxNDAxMDAwMDA=,37779,2022-01-11T13:05:58Z,0,,153
77,1,0,0,1,9,2,0000,0099,5,1,869154040182052,0F98683,0,-71,-83,30,21401,00000,,0,,0,,0,0,0,0,MDc3MDAxMDAwMDAwMDEwOTAyMDAwMDAwOTk1MDAwMTg2OTE1NDA0MDE4MjA1MjBGOTg2ODNEIC03MSAtODMgIDMwIDIxNDAxMDAwMDA=,37779,2022-01-11T13:04:28Z,0,,153
44,1,2,0,1,6,1,0,115,5.3,0,869154040026986,59d233d,0,-87,-105,16,21401,00,,0,,0,,0,0,0,0,LAECAAEAYQAAcwA1ABkAODY5MTU0MDQwMDI2OTg2PSOdBamXEDIxNDAxAAA=,0,2022-01-07T14:08:49Z,0,,277
44,1,2,0,1,6,1,0,115,5.3,0,869154040026986,59d233d,0,-87,-103,19,21401,00,,0,,0,,0,0,0,0,LAECAAEAYQAAcwA1ABkAODY5MTU0MDQwMDI2OTg2PSOdBamZEzIxNDAxAAA=,0,2022-01-07T12:58:05Z,0,,277
44,1,2,0,1,6,1,0,115,5.3,0,869154040026986,59d233d,0,-86,-102,19,21401,00,,0,,0,,0,0,0,0,LAECAAEAYQAAcwA1ABkAODY5MTU0MDQwMDI2OTg2PSOdBaqaEzIxNDAxAAA=,0,2022-01-07T12:57:33Z,0,,277
44,1,2,0,1,6,1,0,115,5.3,0,869154040026986,59d233e,0,-85,-105,10,21401,00,,0,,0,,0,0,0,0,LAECAAEAYQAAcwA1ABcAODY5MTU0MDQwMDI2OTg2PiOdBauXCjIxNDAxAAA=,0,2022-01-05T14:56:13Z,0,,277
44,1,2,0,1,6,1,0,115,5.2,0,869154040026986,59d233e,0,-86,-107,9,21401,00,,0,,0,,0,0,0,0,LAECAAEAYQAAcwA0ABcAODY5MTU0MDQwMDI2OTg2PiOdBaqVCTIxNDAxAAA=,0,2022-01-05T13:20:12Z,0,,277
44,1,2,3,1,6,1,0,115,5.1,4,869154040026986,59d233e,0,-89,-107,18,21401,00,,0,,0,,0,0,0,0,LAECAwEAYQAAcwAzBBcAODY5MTU0MDQwMDI2OTg2PiOdBaeVEjIxNDAxAAA=,37778,2022-01-05T13:14:14Z,0,,277
44,1,1,2,1,6,1,0,115,5,3,869154040026986,59d233e,0,-86,-109,8,21401,00,,0,,0,,0,0,0,0,LAEBAgEAYQAAcwAyAxcAODY5MTU0MDQwMDI2OTg2PiOdBaqTCDIxNDAxAAA=,37778,2022-01-05T13:13:36Z,0,,277
44,1,1,1,1,6,1,0,115,5.1,1,869154040026986,59d233e,0,-90,-106,17,21401,00,,0,,0,,0,0,0,0,LAEBAQEAYQAAcwAzARcAODY5MTU0MDQwMDI2OTg2PiOdBaaWETIxNDAxAAA=,37778,2022-01-05T13:12:04Z,0,,277
44,1,1,0,1,6,1,0,115,5.2,0,869154040026986,59d233e,0,-90,-106,17,21401,00,,0,,0,,0,0,0,0,LAEBAAEAYQAAcwA0ABcAODY5MTU0MDQwMDI2OTg2PiOdBaaWETIxNDAxAAA=,37778,2022-01-05T13:10:33Z,0,,277
44,1,2,0,1,6,1,0,115,5.3,0,869154040026986,59d233e,0,-88,-107,14,21401,00,,0,,0,,0,0,0,0,LAECAAEAYQAAcwA1ABcAODY5MTU0MDQwMDI2OTg2PiOdBaiVDjIxNDAxAAA=,0,2022-01-05T13:09:48Z,0,,277
44,1,2,0,1,6,1,0,100,6.1,0,869154040027133,f99883d,0,-77,-89,27,21401,00,,0,,0,,0,0,0,0,LAECAAEAYQAAZAA9AAAAODY5MTU0MDQwMDI3MTMzPYiZD7OnGzIxNDAxAAA=,0,2022-01-05T11:33:19Z,0,,256
44,1,2,0,1,6,1,0,100,6.1,0,869154040027133,f98683d,0,-77,-90,25,21401,00,,0,,0,,0,0,0,0,LAECAAEAYQAAZAA9AAAAODY5MTU0MDQwMDI3MTMzPWiYD7OmGTIxNDAxAAA=,0,2022-01-05T11:32:45Z,0,,256
44,1,2,0,1,6,1,0,100,6.1,0,869154040027133,f99883d,0,-78,-91,24,21401,00,,0,,0,,0,0,0,0,LAECAAEAYQAAZAA9AAAAODY5MTU0MDQwMDI3MTMzPYiZD7KlGDIxNDAxAAA=,0,2022-01-05T11:31:01Z,0,,256
44,1,2,0,1,6,1,0,100,6,0,869154040027133,f98683d,0,-76,-88,26,21401,00,,0,,0,,0,0,0,0,LAECAAEAYQAAZAA8AAAAODY5MTU0MDQwMDI3MTMzPWiYD7SoGjIxNDAxAAA=,0,2022-01-05T11:22:19Z,0,,256
44,1,2,1,1,6,1,0,100,6.1,0,869154040027133,f99883d,0,-78,-89,28,21401,00,,0,,0,,0,0,0,0,LAECAQEAYQAAZAA9AAAAODY5MTU0MDQwMDI3MTMzPYiZD7KnHDIxNDAxAAA=,37777,2022-01-05T11:21:10Z,0,,256
44,1,1,0,1,6,1,0,100,6,0,869154040027133,f99883d,0,-78,-89,28,21401,00,,0,,0,,0,0,0,0,LAEBAAEAYQAAZAA8AAAAODY5MTU0MDQwMDI3MTMzPYiZD7KnHDIxNDAxAAA=,37777,2022-01-05T11:21:02Z,0,,256
44,1,2,1,1,6,1,0,100,6,0,869154040027133,f98683d,0,-75,-88,26,21401,00,,0,,0,,0,0,0,0,LAECAQEAYQAAZAA8AAAAODY5MTU0MDQwMDI3MTMzPWiYD7WoGjIxNDAxAAA=,37776,2022-01-05T11:20:20Z,0,,256
44,1,1,0,1,6,1,0,100,6.1,0,869154040027133,f98683d,0,-75,-88,26,21401,00,,0,,0,,0,0,0,0,LAEBAAEAYQAAZAA9AAAAODY5MTU0MDQwMDI3MTMzPWiYD7WoGjIxNDAxAAA=,37776,2022-01-05T11:20:11Z,0,,256
44,1,1,0,1,6,1,0,100,6.1,0,869154040027133,f99883d,0,-76,-90,25,21401,00,,0,,0,,0,0,0,0,LAEBAAEAYQAAZAA9AAAAODY5MTU0MDQwMDI3MTMzPYiZD7SmGTIxNDAxAAA=,37776,2022-01-05T11:18:18Z,0,,256
44,1,2,1,1,6,1,0,100,6.1,0,869154040027133,f99883d,0,-80,-93,24,21401,00,,0,,0,,0,0,0,0,LAECAQEAYQAAZAA9AAAAODY5MTU0MDQwMDI3MTMzPYiZD7CjGDIxNDAxAAA=,37775,2022-01-05T11:17:22Z,0,,256
44,1,1,0,1,6,1,0,100,6.1,0,869154040027133,f99883d,0,-80,-93,24,21401,00,,0,,0,,0,0,0,0,LAEBAAEAYQAAZAA9AAAAODY5MTU0MDQwMDI3MTMzPYiZD7CjGDIxNDAxAAA=,37775,2022-01-05T11:17:13Z,0,,256
44,1,1,0,1,6,1,0,100,6.1,0,869154040027133,f98683d,0,-74,-87,25,21401,00,,0,,0,,0,0,0,0,LAEBAAEAYQAAZAA9AAAAODY5MTU0MDQwMDI3MTMzPWiYD7apGTIxNDAxAAA=,37775,2022-01-05T11:16:12Z,0,,256
92,1,2,1,1,6,1,0,100,6.2,1,869154040027133,f99883d,0,-78,-90,28,21401,00,N,41.643243,W,0.762889,2022-01-05T11:15:20Z,216,11,5,1.5,XAECAQEAYQAAZAA+AQAAODY5MTU0MDQwMDI3MTMzPYiZD7KmHDIxNDAxAABONDEuNjQzMjQzVzAwMC43NjI4ODkyMDIyMDEwNTExMTUxOTAyMTYxMTA1MDEuNTA=,37774,2022-01-05T11:15:22Z,0,,256
44,1,1,0,1,6,1,0,100,6.2,0,869154040027133,f99883d,0,-78,-90,28,21401,00,,0,,0,,0,0,0,0,LAEBAAEAYQAAZAA+AAAAODY5MTU0MDQwMDI3MTMzPYiZD7KmHDIxNDAxAAA=,37774,2022-01-05T11:14:39Z,0,,256
92,1,2,3,1,6,1,0,100,5.2,4,869154040027133,f98683d,0,-73,-85,28,21401,00,N,41.643324,W,0.76287,2022-01-05T11:06:49Z,226,19,4,2.96,XAECAwEAYQAAZAA0BAAAODY5MTU0MDQwMDI3MTMzPWiYD7erHDIxNDAxAABONDEuNjQzMzI0VzAwMC43NjI4NzAyMDIyMDEwNTExMDY0ODAyMjYxOTA0MDIuOTY=,37773,2022-01-05T11:07:06Z,0,,256
92,1,1,2,1,6,1,0,100,5.2,3,869154040027133,f98683d,0,-71,-85,25,21401,00,N,41.643324,W,0.76287,2022-01-05T11:05:42Z,226,19,4,2.96,XAEBAgEAYQAAZAA0AwAAODY5MTU0MDQwMDI3MTMzPWiYD7mrGTIxNDAxAABONDEuNjQzMzI0VzAwMC43NjI4NzAyMDIyMDEwNTExMDU0MTAyMjYxOTA0MDIuOTY=,37773,2022-01-05T11:06:07Z,0,,256
44,1,1,1,1,6,1,0,100,5.1,1,869154040027133,f98683d,0,-74,-87,24,21401,00,,0,,0,,0,0,0,0,LAEBAQEAYQAAZAAzAQAAODY5MTU0MDQwMDI3MTMzPWiYD7apGDIxNDAxAAA=,37773,2022-01-05T11:04:35Z,0,,256
44,1,1,0,1,6,1,0,100,5.2,0,869154040027133,f98683d,0,-74,-87,24,21401,00,,0,,0,,0,0,0,0,LAEBAAEAYQAAZAA0AAAAODY5MTU0MDQwMDI3MTMzPWiYD7apGDIxNDAxAAA=,37773,2022-01-05T11:03:04Z,0,,256
44,1,2,0,1,6,1,0,100,5.1,0,869154040027133,f98683d,0,-76,-88,26,21401,00,,0,,0,,0,0,0,0,LAECAAEAYQAAZAAzAAAAODY5MTU0MDQwMDI3MTMzPWiYD7SoGjIxNDAxAAA=,0,2022-01-05T11:01:05Z,0,,256
92,1,2,3,1,6,1,0,100,5.2,4,869154040027133,f98683d,0,-74,-87,26,21401,00,N,41.643406,W,0.762547,2022-01-05T10:59:31Z,223,15,5,2.83,XAECAwEAYQAAZAA0BAAAODY5MTU0MDQwMDI3MTMzPWiYD7apGjIxNDAxAABONDEuNjQzNDA2VzAwMC43NjI1NDcyMDIyMDEwNTEwNTkzMTAyMjMxNTA1MDIuODM=,37772,2022-01-05T11:00:14Z,0,,256
92,1,1,2,1,6,1,0,100,5.2,3,869154040027133,f98683d,0,-74,-89,23,21401,00,N,41.643406,W,0.762547,2022-01-05T10:58:03Z,223,15,5,2.83,XAEBAgEAYQAAZAA0AwAAODY5MTU0MDQwMDI3MTMzPWiYD7anFzIxNDAxAABONDEuNjQzNDA2VzAwMC43NjI1NDcyMDIyMDEwNTEwNTgwMjAyMjMxNTA1MDIuODM=,37772,2022-01-05T10:58:57Z,0,,256
92,1,1,1,1,6,1,0,100,5.2,1,869154040027133,f98683d,0,-72,-85,25,21401,00,N,41.64299,W,0.762542,2022-01-05T10:57:23Z,207,19,4,3.82,XAEBAQEAYQAAZAA0AQAAODY5MTU0MDQwMDI3MTMzPWiYD7irGTIxNDAxAABONDEuNjQyOTkwVzAwMC43NjI1NDIyMDIyMDEwNTEwNTcyMjAyMDcxOTA0MDMuODI=,37772,2022-01-05T10:57:26Z,0,,256
44,1,1,0,1,6,1,0,100,5.2,0,869154040027133,f98683d,0,-72,-85,25,21401,00,,0,,0,,0,0,0,0,LAEBAAEAYQAAZAA0AAAAODY5MTU0MDQwMDI3MTMzPWiYD7irGTIxNDAxAAA=,37772,2022-01-05T10:55:54Z,0,,256
44,1,2,0,1,6,1,0,100,5.2,0,869154040027133,f98683d,0,-75,-87,25,21401,00,,0,,0,,0,0,0,0,LAECAAEAYQAAZAA0AAAAODY5MTU0MDQwMDI3MTMzPWiYD7WpGTIxNDAxAAA=,0,2022-01-05T10:55:16Z,0,,256
44,1,2,0,1,6,1,0,100,5.2,0,869154040027133,f98683d,0,-76,-87,29,21401,00,,0,,0,,0,0,0,0,LAECAAEAYQAAZAA0AAAAODY5MTU0MDQwMDI3MTMzPWiYD7SpHTIxNDAxAAA=,0,2022-01-05T10:52:58Z,0,,256
44,1,2,0,1,6,1,0,100,5.1,0,869154040027133,f98683d,0,-75,-89,25,21401,00,,0,,0,,0,0,0,0,LAECAAEAYQAAZAAzAAAAODY5MTU0MDQwMDI3MTMzPWiYD7WnGTIxNDAxAAA=,0,2022-01-05T10:52:23Z,0,,256
92,1,2,1,1,6,1,0,100,5.2,1,869154040027133,f98683d,0,-74,-86,26,21401,00,N,41.643027,W,0.762111,2022-01-05T10:51:36Z,111,19,4,5.21,XAECAQEAYQAAZAA0AQAAODY5MTU0MDQwMDI3MTMzPWiYD7aqGjIxNDAxAABONDEuNjQzMDI3VzAwMC43NjIxMTEyMDIyMDEwNTEwNTEzNjAxMTExOTA0MDUuMjE=,37771,2022-01-05T10:51:43Z,0,,256
44,1,1,0,1,6,1,0,100,5.1,0,869154040027133,f98683d,0,-74,-86,26,21401,00,,0,,0,,0,0,0,0,LAEBAAEAYQAAZAAzAAAAODY5MTU0MDQwMDI3MTMzPWiYD7aqGjIxNDAxAAA=,37771,2022-01-05T10:51:06Z,0,,256
44,1,2,1,1,6,1,0,100,5.2,0,869154040027133,f98683d,0,-78,-90,27,21401,00,,0,,0,,0,0,0,0,LAECAQEAYQAAZAA0AAAAODY5MTU0MDQwMDI3MTMzPWiYD7KmGzIxNDAxAAA=,37770,2022-01-05T10:49:54Z,0,,256
44,1,1,0,1,6,1,0,100,5.2,0,869154040027133,f98683d,0,-78,-90,27,21401,00,,0,,0,,0,0,0,0,LAEBAAEAYQAAZAA0AAAAODY5MTU0MDQwMDI3MTMzPWiYD7KmGzIxNDAxAAA=,37770,2022-01-05T10:49:39Z,0,,256
44,1,2,2,1,6,1,0,100,5.2,2,869154040027133,f98683d,0,-70,-85,25,21401,00,,0,,0,,0,0,0,0,LAECAgEAYQAAZAA0AgAAODY5MTU0MDQwMDI3MTMzPWiYD7qrGTIxNDAxAAA=,37769,2022-01-05T10:48:58Z,0,,256
44,1,1,1,1,6,1,0,100,5.2,1,869154040027133,f98683d,0,-75,-87,25,21401,00,,0,,0,,0,0,0,0,LAEBAQEAYQAAZAA0AQAAODY5MTU0MDQwMDI3MTMzPWiYD7WpGTIxNDAxAAA=,37769,2022-01-05T10:48:02Z,0,,256
44,1,1,0,1,6,1,0,100,5.2,0,869154040027133,f98683d,0,-75,-87,25,21401,00,,0,,0,,0,0,0,0,LAEBAAEAYQAAZAA0AAAAODY5MTU0MDQwMDI3MTMzPWiYD7WpGTIxNDAxAAA=,37769,2022-01-05T10:46:30Z,0,,256
44,1,2,0,1,6,1,0,100,5.2,0,869154040027133,f98683d,0,-72,-85,25,21401,00,,0,,0,,0,0,0,0,LAECAAEAYQAAZAA0AAAAODY5MTU0MDQwMDI3MTMzPWiYD7irGTIxNDAxAAA=,37768,2022-01-05T10:45:08Z,0,,256
92,1,1,2,1,6,1,0,100,5.2,3,869154040027133,f98683d,0,-73,-86,26,21401,00,N,41.643545,W,0.763184,2022-01-05T10:42:19Z,237,9,4,1.41,XAEBAgEAYQAAZAA0AwAAODY5MTU0MDQwMDI3MTMzPWiYD7eqGjIxNDAxAABONDEuNjQzNTQ1VzAwMC43NjMxODQyMDIyMDEwNTEwNDIxODAyMzcwOTA0MDEuNDE=,37768,2022-01-05T10:43:04Z,0,,256
44,1,1,1,1,6,1,0,100,5.2,1,869154040027133,f98683d,0,-73,-85,29,21401,00,,0,,0,,0,0,0,0,LAEBAQEAYQAAZAA0AQAAODY5MTU0MDQwMDI3MTMzPWiYD7erHTIxNDAxAAA=,37768,2022-01-05T10:41:32Z,0,,256
44,1,1,0,1,6,1,0,100,5.2,0,869154040027133,f98683d,0,-73,-85,29,21401,00,,0,,0,,0,0,0,0,LAEBAAEAYQAAZAA0AAAAODY5MTU0MDQwMDI3MTMzPWiYD7erHTIxNDAxAAA=,37768,2022-01-05T10:40:00Z,0,,256
44,1,2,0,1,6,1,0,100,5.3,0,869154040027133,f98683d,0,-72,-85,26,21401,00,,0,,0,,0,0,0,0,LAECAAEAYQAAZAA1AAAAODY5MTU0MDQwMDI3MTMzPWiYD7irGjIxNDAxAAA=,0,2022-01-05T10:39:09Z,0,,256
44,1,2,0,1,6,1,0,100,5.2,0,869154040027133,f98683d,0,-74,-87,25,21401,00,,0,,0,,0,0,0,0,LAECAAEAYQAAZAA0AAAAODY5MTU0MDQwMDI3MTMzPWiYD7apGTIxNDAxAAA=,0,2022-01-05T10:33:42Z,0,,256
44,1,2,1,1,6,1,0,100,5.2,0,869154040027133,f98683d,0,-78,-90,27,21401,00,,0,,0,,0,0,0,0,LAECAQEAYQAAZAA0AAAAODY5MTU0MDQwMDI3MTMzPWiYD7KmGzIxNDAxAAA=,37767,2022-01-05T10:32:38Z,0,,256
44,1,1,0,1,6,1,0,100,5.2,0,869154040027133,f98683d,0,-78,-90,27,21401,00,,0,,0,,0,0,0,0,LAEBAAEAYQAAZAA0AAAAODY5MTU0MDQwMDI3MTMzPWiYD7KmGzIxNDAxAAA=,37767,2022-01-05T10:32:20Z,0,,256
44,1,1,0,1,6,1,0,100,5.2,0,869154040027133,f98683d,0,-77,-89,27,21401,00,,0,,0,,0,0,0,0,LAEBAAEAYQAAZAA0AAAAODY5MTU0MDQwMDI3MTMzPWiYD7OnGzIxNDAxAAA=,37767,2022-01-05T10:30:53Z,0,,256
92,1,1,2,1,6,1,0,100,5.2,3,869154040027133,f98683d,0,-73,-86,28,21401,00,N,41.643307,W,0.762572,2022-01-05T10:28:26Z,220,13,4,2.01,XAEBAgEAYQAAZAA0AwAAODY5MTU0MDQwMDI3MTMzPWiYD7eqHDIxNDAxAABONDEuNjQzMzA3VzAwMC43NjI1NzIyMDIyMDEwNTEwMjgyNTAyMjAxMzA0MDIuMDE=,37767,2022-01-05T10:29:20Z,0,,256
44,1,1,1,1,6,1,0,100,5.2,1,869154040027133,f98683d,0,-72,-85,25,21401,00,,0,,0,,0,0,0,0,LAEBAQEAYQAAZAA0AQAAODY5MTU0MDQwMDI3MTMzPWiYD7irGTIxNDAxAAA=,37767,2022-01-05T10:27:48Z,0,,256
44,1,1,0,1,6,1,0,100,5.3,0,869154040027133,f98683d,0,-72,-85,25,21401,00,,0,,0,,0,0,0,0,LAEBAAEAYQAAZAA1AAAAODY5MTU0MDQwMDI3MTMzPWiYD7irGTIxNDAxAAA=,37767,2022-01-05T10:26:16Z,0,,256
44,1,2,0,1,6,1,0,100,5.2,0,869154040027133,f98683d,0,-76,-88,26,21401,00,,0,,0,,0,0,0,0,LAECAAEAYQAAZAA0AAAAODY5MTU0MDQwMDI3MTMzPWiYD7SoGjIxNDAxAAA=,37766,2022-01-05T10:23:27Z,0,,256
44,1,1,0,1,6,1,0,100,5.2,0,869154040027133,f98683d,0,-71,-84,26,21401,00,,0,,0,,0,0,0,0,LAEBAAEAYQAAZAA0AAAAODY5MTU0MDQwMDI3MTMzPWiYD7msGjIxNDAxAAA=,37766,2022-01-05T10:22:25Z,0,,256
92,1,1,0,1,6,1,0,100,5.2,0,869154040027133,f98683d,0,-69,-83,25,21401,00,N,41.643083,W,0.76247,2022-01-05T10:20:14Z,120,19,4,2.72,XAEBAAEAYQAAZAA0AAAAODY5MTU0MDQwMDI3MTMzPWiYD7utGTIxNDAxAABONDEuNjQzMDgzVzAwMC43NjI0NzAyMDIyMDEwNTEwMjAxNDAxMjAxOTA0MDIuNzI=,37766,2022-01-05T10:20:18Z,0,,256
92,1,1,1,1,6,1,0,100,5.3,1,869154040027133,f98683d,0,-73,-86,25,21401,00,N,41.643235,W,0.762507,2022-01-05T10:19:25Z,203,15,4,2.67,XAEBAQEAYQAAZAA1AQAAODY5MTU0MDQwMDI3MTMzPWiYD7eqGTIxNDAxAABONDEuNjQzMjM1VzAwMC43NjI1MDcyMDIyMDEwNTEwMTkyNDAyMDMxNTA0MDIuNjc=,37766,2022-01-05T10:19:37Z,0,,256
44,1,1,0,1,6,1,0,100,5.3,0,869154040027133,f98683d,0,-73,-86,25,21401,00,,0,,0,,0,0,0,0,LAEBAAEAYQAAZAA1AAAAODY5MTU0MDQwMDI3MTMzPWiYD7eqGTIxNDAxAAA=,37766,2022-01-05T10:18:05Z,0,,256
44,1,1,0,1,6,1,0,100,5.2,0,869154040027133,f98683d,0,-75,-88,26,21401,00,,0,,0,,0,0,0,0,LAEBAAEAYQAAZAA0AAAAODY5MTU0MDQwMDI3MTMzPWiYD7WoGjIxNDAxAAA=,37766,2022-01-05T10:12:52Z,0,,256
