eventLength,eventVersion,eventType,sequence,manufacturer,sw,hw,deviceMajorId,deviceMinorId,battery,wakeTime,imei,cellId,ecl,rssi,rsrp,rsrq,plmn,aux,ns,latitude,ew,longitude,gpsTimestamp,altitude,positionHorizontalError,satellites,hdop,rawEvent,incidenceId,eventDate,isDGTNotificated,manufacturerId,lng,lat,etiqueta,modulo,grupo,color
125,1,1,15,1,11,2,0,0C3F,5.2,25,869154040239621,f98683d,0,-65,-82,22,21401,0,N,41.643486,W,0.763219,2022-02-15T11:38:50Z,225,2,11,0.8,MTI1MDAxMTAxNTAwMDExMTAyMDAwMDBDM0Y1MjAyNTg2OTE1NDA0MDIzOTYyMWY5ODY4M2QwIC02NSAtODIgIDIyIDIxNDAxMDAwMDBONDEuNjQzNDg2VzAwMC43NjMyMTkyMDIyMDIxNTExMzg0OTAyMjUwMjExMDAuODA=,37927,2022-02-15T11:40:15Z,0,,-0.763219,41.643486,F,LC76F,3,ffffaa00
125,1,1,14,1,11,2,0,0C3F,4.5,24,869154040239621,f98683d,0,-66,-82,22,21401,0,N,41.643486,W,0.763219,2022-02-15T11:37:08Z,225,2,11,0.8,MTI1MDAxMTAxNDAwMDExMTAyMDAwMDBDM0Y0NTAyNDg2OTE1NDA0MDIzOTYyMWY5ODY4M2QwIC02NiAtODIgIDIyIDIxNDAxMDAwMDBONDEuNjQzNDg2VzAwMC43NjMyMTkyMDIyMDIxNTExMzcwODAyMjUwMjExMDAuODA=,37927,2022-02-15T11:38:34Z,0,,-0.763219,41.643486,F,LC76F,3,ffffaa00
125,1,1,13,1,11,2,0,0C3F,4.5,22,869154040239621,f98683d,0,-65,-82,23,21401,0,N,41.643486,W,0.763219,2022-02-15T11:35:26Z,225,2,11,0.8,MTI1MDAxMTAxMzAwMDExMTAyMDAwMDBDM0Y0NTAyMjg2OTE1NDA0MDIzOTYyMWY5ODY4M2QwIC02NSAtODIgIDIzIDIxNDAxMDAwMDBONDEuNjQzNDg2VzAwMC43NjMyMTkyMDIyMDIxNTExMzUyNjAyMjUwMjExMDAuODA=,37927,2022-02-15T11:36:53Z,0,,-0.763219,41.643486,F,LC76F,3,ffffaa00
125,1,1,12,1,11,2,0,0C3F,5.2,20,869154040239621,f98683d,0,-65,-81,25,21401,0,N,41.643486,W,0.763219,2022-02-15T11:33:47Z,225,2,11,0.8,MTI1MDAxMTAxMjAwMDExMTAyMDAwMDBDM0Y1MjAyMDg2OTE1NDA0MDIzOTYyMWY5ODY4M2QwIC02NSAtODEgIDI1IDIxNDAxMDAwMDBONDEuNjQzNDg2VzAwMC43NjMyMTkyMDIyMDIxNTExMzM0NjAyMjUwMjExMDAuODA=,37927,2022-02-15T11:35:12Z,0,,-0.763219,41.643486,F,LC76F,3,ffffaa00
125,1,1,11,1,11,2,0,0C3F,5.2,19,869154040239621,f98683d,0,-65,-82,26,21401,0,N,41.643427,W,0.763269,2022-02-15T11:32:07Z,226,2,11,0.8,MTI1MDAxMTAxMTAwMDExMTAyMDAwMDBDM0Y1MjAxOTg2OTE1NDA0MDIzOTYyMWY5ODY4M2QwIC02NSAtODIgIDI2IDIxNDAxMDAwMDBONDEuNjQzNDI3VzAwMC43NjMyNjkyMDIyMDIxNTExMzIwNjAyMjYwMjExMDAuODA=,37927,2022-02-15T11:33:32Z,0,,-0.763269,41.643427,F,LC76F,3,ffffaa00
125,1,1,10,1,11,2,0,0C3F,5.2,17,869154040239621,f98683d,0,-65,-81,27,21401,0,N,41.643427,W,0.763269,2022-02-15T11:30:25Z,226,2,11,0.8,MTI1MDAxMTAxMDAwMDExMTAyMDAwMDBDM0Y1MjAxNzg2OTE1NDA0MDIzOTYyMWY5ODY4M2QwIC02NSAtODEgIDI3IDIxNDAxMDAwMDBONDEuNjQzNDI3VzAwMC43NjMyNjkyMDIyMDIxNTExMzAyNTAyMjYwMjExMDAuODA=,37927,2022-02-15T11:31:51Z,0,,-0.763269,41.643427,F,LC76F,3,ffffaa00
125,1,1,9,1,11,2,0,0C3F,5.2,15,869154040239621,f98683d,0,-65,-81,28,21401,0,N,41.643466,W,0.76319,2022-02-15T11:28:46Z,224,2,11,0.8,MTI1MDAxMTAwOTAwMDExMTAyMDAwMDBDM0Y1MjAxNTg2OTE1NDA0MDIzOTYyMWY5ODY4M2QwIC02NSAtODEgIDI4IDIxNDAxMDAwMDBONDEuNjQzNDY2VzAwMC43NjMxOTAyMDIyMDIxNTExMjg0NTAyMjQwMjExMDAuODA=,37927,2022-02-15T11:30:10Z,0,,-0.76319,41.643466,F,LC76F,3,ffffaa00
125,1,1,8,1,11,2,0,0C3F,5.3,13,869154040239621,f98683d,0,-65,-82,28,21401,0,N,41.643466,W,0.76319,2022-02-15T11:27:04Z,224,2,11,0.8,MTI1MDAxMTAwODAwMDExMTAyMDAwMDBDM0Y1MzAxMzg2OTE1NDA0MDIzOTYyMWY5ODY4M2QwIC02NSAtODIgIDI4IDIxNDAxMDAwMDBONDEuNjQzNDY2VzAwMC43NjMxOTAyMDIyMDIxNTExMjcwNDAyMjQwMjExMDAuODA=,37927,2022-02-15T11:28:30Z,0,,-0.76319,41.643466,F,LC76F,3,ffffaa00
125,1,1,7,1,11,2,0,0C3F,5.3,12,869154040239621,f98683d,0,-64,-82,26,21401,0,N,41.643464,W,0.763233,2022-02-15T11:25:23Z,223,2,11,0.81,MTI1MDAxMTAwNzAwMDExMTAyMDAwMDBDM0Y1MzAxMjg2OTE1NDA0MDIzOTYyMWY5ODY4M2QwIC02NCAtODIgIDI2IDIxNDAxMDAwMDBONDEuNjQzNDY0VzAwMC43NjMyMzMyMDIyMDIxNTExMjUyMzAyMjMwMjExMDAuODE=,37927,2022-02-15T11:26:49Z,0,,-0.763233,41.643464,F,LC76F,3,ffffaa00
125,1,1,6,1,11,2,0,0C3F,5.2,10,869154040239621,f98683d,0,-64,-81,25,21401,0,N,41.643452,W,0.76317,2022-02-15T11:23:44Z,221,2,11,0.81,MTI1MDAxMTAwNjAwMDExMTAyMDAwMDBDM0Y1MjAxMDg2OTE1NDA0MDIzOTYyMWY5ODY4M2QwIC02NCAtODEgIDI1IDIxNDAxMDAwMDBONDEuNjQzNDUyVzAwMC43NjMxNzAyMDIyMDIxNTExMjM0NDAyMjEwMjExMDAuODE=,37927,2022-02-15T11:25:08Z,0,,-0.76317,41.643452,F,LC76F,3,ffffaa00
125,1,1,5,1,11,2,0,0C3F,4.7,8,869154040239621,f98683d,0,-64,-81,24,21401,0,N,41.643452,W,0.76317,2022-02-15T11:22:02Z,221,2,11,0.81,MTI1MDAxMTAwNTAwMDExMTAyMDAwMDBDM0Y0NzAwODg2OTE1NDA0MDIzOTYyMWY5ODY4M2QwIC02NCAtODEgIDI0IDIxNDAxMDAwMDBONDEuNjQzNDUyVzAwMC43NjMxNzAyMDIyMDIxNTExMjIwMTAyMjEwMjExMDAuODE=,37927,2022-02-15T11:23:30Z,0,,-0.76317,41.643452,F,LC76F,3,ffffaa00
125,1,1,4,1,11,2,0,0C3F,5.4,7,869154040239621,f98683d,0,-64,-81,23,21401,0,N,41.643452,W,0.76317,2022-02-15T11:20:21Z,221,2,11,0.81,MTI1MDAxMTAwNDAwMDExMTAyMDAwMDBDM0Y1NDAwNzg2OTE1NDA0MDIzOTYyMWY5ODY4M2QwIC02NCAtODEgIDIzIDIxNDAxMDAwMDBONDEuNjQzNDUyVzAwMC43NjMxNzAyMDIyMDIxNTExMjAyMTAyMjEwMjExMDAuODE=,37927,2022-02-15T11:21:47Z,0,,-0.76317,41.643452,F,LC76F,3,ffffaa00
125,1,1,3,1,11,2,0,0C3F,5.5,5,869154040239621,f98683d,0,-65,-80,22,21401,0,N,41.643512,W,0.763318,2022-02-15T11:18:40Z,221,3,11,0.81,MTI1MDAxMTAwMzAwMDExMTAyMDAwMDBDM0Y1NTAwNTg2OTE1NDA0MDIzOTYyMWY5ODY4M2QwIC02NSAtODAgIDIyIDIxNDAxMDAwMDBONDEuNjQzNTEyVzAwMC43NjMzMTgyMDIyMDIxNTExMTg0MDAyMjEwMzExMDAuODE=,37927,2022-02-15T11:20:06Z,0,,-0.763318,41.643512,F,LC76F,3,ffffaa00
125,1,1,2,1,11,2,0,0C3F,5.5,3,869154040239621,f98683d,0,-65,-80,23,21401,0,N,41.643508,W,0.763152,2022-02-15T11:16:59Z,225,3,11,0.82,MTI1MDAxMTAwMjAwMDExMTAyMDAwMDBDM0Y1NTAwMzg2OTE1NDA0MDIzOTYyMWY5ODY4M2QwIC02NSAtODAgIDIzIDIxNDAxMDAwMDBONDEuNjQzNTA4VzAwMC43NjMxNTIyMDIyMDIxNTExMTY1OTAyMjUwMzExMDAuODI=,37927,2022-02-15T11:18:25Z,0,,-0.763152,41.643508,F,LC76F,3,ffffaa00
125,1,1,1,1,11,2,0,0C3F,5.6,2,869154040239621,f98683d,0,-65,-80,23,21401,0,N,41.643508,W,0.763152,2022-02-15T11:15:23Z,225,3,11,0.82,MTI1MDAxMTAwMTAwMDExMTAyMDAwMDBDM0Y1NjAwMjg2OTE1NDA0MDIzOTYyMWY5ODY4M2QwIC02NSAtODAgIDIzIDIxNDAxMDAwMDBONDEuNjQzNTA4VzAwMC43NjMxNTIyMDIyMDIxNTExMTUyMzAyMjUwMzExMDAuODI=,37927,2022-02-15T11:16:44Z,0,,-0.763152,41.643508,F,LC76F,3,ffffaa00
125,1,2,9,1,11,2,0,0C41,5.1,14,869154040105178,f99883d,0,-73,-85,27,21401,0,N,41.643468,W,0.763172,2022-02-15T11:53:33Z,222,2,11,0.87,MTI1MDAxMjAwOTAwMDExMTAyMDAwMDBDNDE1MTAxNDg2OTE1NDA0MDEwNTE3OGY5OTg4M2QwIC03MyAtODUgIDI3IDIxNDAxMDAwMDBONDEuNjQzNDY4VzAwMC43NjMxNzIyMDIyMDIxNTExNTMzMzAyMjIwMjExMDAuODc=,37946,2022-02-15T11:53:53Z,0,,-0.763172,41.643468,J,LC76F,1,ffffaa00
125,1,1,8,1,11,2,0,0C41,5.1,14,869154040105178,f99883d,0,-72,-85,26,21401,0,N,41.643468,W,0.763172,2022-02-15T11:51:53Z,222,2,11,0.87,MTI1MDAxMTAwODAwMDExMTAyMDAwMDBDNDE1MTAxNDg2OTE1NDA0MDEwNTE3OGY5OTg4M2QwIC03MiAtODUgIDI2IDIxNDAxMDAwMDBONDEuNjQzNDY4VzAwMC43NjMxNzIyMDIyMDIxNTExNTE1MzAyMjIwMjExMDAuODc=,37946,2022-02-15T11:53:18Z,0,,-0.763172,41.643468,J,LC76F,1,ffffaa00
125,1,1,7,1,11,2,0,0C41,5.1,12,869154040105178,f99883d,0,-73,-85,27,21401,0,N,41.643468,W,0.763172,2022-02-15T11:50:12Z,222,2,11,0.87,MTI1MDAxMTAwNzAwMDExMTAyMDAwMDBDNDE1MTAxMjg2OTE1NDA0MDEwNTE3OGY5OTg4M2QwIC03MyAtODUgIDI3IDIxNDAxMDAwMDBONDEuNjQzNDY4VzAwMC43NjMxNzIyMDIyMDIxNTExNTAxMTAyMjIwMjExMDAuODc=,37946,2022-02-15T11:51:38Z,0,,-0.763172,41.643468,J,LC76F,1,ffffaa00
125,1,1,6,1,11,2,0,0C41,5.1,10,869154040105178,f99883d,0,-73,-86,27,21401,0,N,41.643462,W,0.763258,2022-02-15T11:48:32Z,224,2,12,0.85,MTI1MDAxMTAwNjAwMDExMTAyMDAwMDBDNDE1MTAxMDg2OTE1NDA0MDEwNTE3OGY5OTg4M2QwIC03MyAtODYgIDI3IDIxNDAxMDAwMDBONDEuNjQzNDYyVzAwMC43NjMyNTgyMDIyMDIxNTExNDgzMTAyMjQwMjEyMDAuODU=,37946,2022-02-15T11:49:57Z,0,,-0.763258,41.643462,J,LC76F,1,ffffaa00
125,1,1,5,1,11,2,0,0C41,5.1,9,869154040105178,f99883d,0,-72,-86,27,21401,0,N,41.643462,W,0.763258,2022-02-15T11:46:49Z,224,2,12,0.85,MTI1MDAxMTAwNTAwMDExMTAyMDAwMDBDNDE1MTAwOTg2OTE1NDA0MDEwNTE3OGY5OTg4M2QwIC03MiAtODYgIDI3IDIxNDAxMDAwMDBONDEuNjQzNDYyVzAwMC43NjMyNTgyMDIyMDIxNTExNDY0OTAyMjQwMjEyMDAuODU=,37946,2022-02-15T11:48:16Z,0,,-0.763258,41.643462,J,LC76F,1,ffffaa00
125,1,1,4,1,11,2,0,0C41,5.1,7,869154040105178,f99883d,0,-73,-86,26,21401,0,N,41.643462,W,0.763258,2022-02-15T11:45:10Z,224,2,12,0.85,MTI1MDAxMTAwNDAwMDExMTAyMDAwMDBDNDE1MTAwNzg2OTE1NDA0MDEwNTE3OGY5OTg4M2QwIC03MyAtODYgIDI2IDIxNDAxMDAwMDBONDEuNjQzNDYyVzAwMC43NjMyNTgyMDIyMDIxNTExNDUwOTAyMjQwMjEyMDAuODU=,37946,2022-02-15T11:46:36Z,0,,-0.763258,41.643462,J,LC76F,1,ffffaa00
125,1,1,3,1,11,2,0,0C41,5.1,5,869154040105178,f99883d,0,-73,-86,26,21401,0,N,41.643462,W,0.763258,2022-02-15T11:43:30Z,224,2,12,0.85,MTI1MDAxMTAwMzAwMDExMTAyMDAwMDBDNDE1MTAwNTg2OTE1NDA0MDEwNTE3OGY5OTg4M2QwIC03MyAtODYgIDI2IDIxNDAxMDAwMDBONDEuNjQzNDYyVzAwMC43NjMyNTgyMDIyMDIxNTExNDMyOTAyMjQwMjEyMDAuODU=,37946,2022-02-15T11:44:55Z,0,,-0.763258,41.643462,J,LC76F,1,ffffaa00
125,1,1,2,1,11,2,0,0C41,5.2,3,869154040105178,f99883d,0,-73,-87,26,21401,0,N,41.643462,W,0.763258,2022-02-15T11:41:48Z,224,2,12,0.85,MTI1MDAxMTAwMjAwMDExMTAyMDAwMDBDNDE1MjAwMzg2OTE1NDA0MDEwNTE3OGY5OTg4M2QwIC03MyAtODcgIDI2IDIxNDAxMDAwMDBONDEuNjQzNDYyVzAwMC43NjMyNTgyMDIyMDIxNTExNDE0ODAyMjQwMjEyMDAuODU=,37946,2022-02-15T11:43:14Z,0,,-0.763258,41.643462,J,LC76F,1,ffffaa00
125,1,1,1,1,11,2,0,0C41,5.2,2,869154040105178,f99883d,0,-73,-87,25,21401,0,N,41.643462,W,0.763258,2022-02-15T11:40:13Z,224,2,12,0.85,MTI1MDAxMTAwMTAwMDExMTAyMDAwMDBDNDE1MjAwMjg2OTE1NDA0MDEwNTE3OGY5OTg4M2QwIC03MyAtODcgIDI1IDIxNDAxMDAwMDBONDEuNjQzNDYyVzAwMC43NjMyNTgyMDIyMDIxNTExNDAxMjAyMjQwMjEyMDAuODU=,37946,2022-02-15T11:41:34Z,0,,-0.763258,41.643462,J,LC76F,1,ffffaa00
125,1,2,11,1,11,2,0,0C41,5.2,18,869154040105178,f99883d,0,-71,-86,25,21401,0,N,41.643474,W,0.763216,2022-02-15T11:31:59Z,217,2,13,0.77,MTI1MDAxMjAxMTAwMDExMTAyMDAwMDBDNDE1MjAxODg2OTE1NDA0MDEwNTE3OGY5OTg4M2QwIC03MSAtODYgIDI1IDIxNDAxMDAwMDBONDEuNjQzNDc0VzAwMC43NjMyMTYyMDIyMDIxNTExMzE1OTAyMTcwMjEzMDAuNzc=,37925,2022-02-15T11:32:42Z,0,,-0.763216,41.643474,J,LC76F,1,ffffaa00
125,1,1,10,1,11,2,0,0C41,5.2,17,869154040105178,f99883d,0,-72,-85,25,21401,0,N,41.643474,W,0.763216,2022-02-15T11:30:18Z,217,2,13,0.77,MTI1MDAxMTAxMDAwMDExMTAyMDAwMDBDNDE1MjAxNzg2OTE1NDA0MDEwNTE3OGY5OTg4M2QwIC03MiAtODUgIDI1IDIxNDAxMDAwMDBONDEuNjQzNDc0VzAwMC43NjMyMTYyMDIyMDIxNTExMzAxODAyMTcwMjEzMDAuNzc=,37925,2022-02-15T11:31:44Z,0,,-0.763216,41.643474,J,LC76F,1,ffffaa00
125,1,1,9,1,11,2,0,0C41,5.2,15,869154040105178,f99883d,0,-72,-85,26,21401,0,N,41.643474,W,0.763216,2022-02-15T11:28:39Z,217,2,13,0.77,MTI1MDAxMTAwOTAwMDExMTAyMDAwMDBDNDE1MjAxNTg2OTE1NDA0MDEwNTE3OGY5OTg4M2QwIC03MiAtODUgIDI2IDIxNDAxMDAwMDBONDEuNjQzNDc0VzAwMC43NjMyMTYyMDIyMDIxNTExMjgzODAyMTcwMjEzMDAuNzc=,37925,2022-02-15T11:30:04Z,0,,-0.763216,41.643474,J,LC76F,1,ffffaa00
125,1,1,8,1,11,2,0,0C41,5.2,13,869154040105178,f99883d,0,-72,-85,27,21401,0,N,41.643474,W,0.763216,2022-02-15T11:26:57Z,217,2,13,0.77,MTI1MDAxMTAwODAwMDExMTAyMDAwMDBDNDE1MjAxMzg2OTE1NDA0MDEwNTE3OGY5OTg4M2QwIC03MiAtODUgIDI3IDIxNDAxMDAwMDBONDEuNjQzNDc0VzAwMC43NjMyMTYyMDIyMDIxNTExMjY1NzAyMTcwMjEzMDAuNzc=,37925,2022-02-15T11:28:23Z,0,,-0.763216,41.643474,J,LC76F,1,ffffaa00
125,1,1,7,1,11,2,0,0C41,5.2,12,869154040105178,f99883d,0,-72,-85,27,21401,0,N,41.643468,W,0.763285,2022-02-15T11:25:17Z,215,2,13,0.77,MTI1MDAxMTAwNzAwMDExMTAyMDAwMDBDNDE1MjAxMjg2OTE1NDA0MDEwNTE3OGY5OTg4M2QwIC03MiAtODUgIDI3IDIxNDAxMDAwMDBONDEuNjQzNDY4VzAwMC43NjMyODUyMDIyMDIxNTExMjUxNzAyMTUwMjEzMDAuNzc=,37925,2022-02-15T11:26:42Z,0,,-0.763285,41.643468,J,LC76F,1,ffffaa00
125,1,1,6,1,11,2,0,0C41,5.2,10,869154040105178,f99883d,0,-73,-85,27,21401,0,N,41.643468,W,0.763285,2022-02-15T11:23:36Z,215,2,13,0.77,MTI1MDAxMTAwNjAwMDExMTAyMDAwMDBDNDE1MjAxMDg2OTE1NDA0MDEwNTE3OGY5OTg4M2QwIC03MyAtODUgIDI3IDIxNDAxMDAwMDBONDEuNjQzNDY4VzAwMC43NjMyODUyMDIyMDIxNTExMjMzNjAyMTUwMjEzMDAuNzc=,37925,2022-02-15T11:25:02Z,0,,-0.763285,41.643468,J,LC76F,1,ffffaa00
125,1,1,5,1,11,2,0,0C41,5.3,8,869154040105178,f99883d,0,-73,-85,28,21401,0,N,41.643535,W,0.763174,2022-02-15T11:21:55Z,212,2,12,0.8,MTI1MDAxMTAwNTAwMDExMTAyMDAwMDBDNDE1MzAwODg2OTE1NDA0MDEwNTE3OGY5OTg4M2QwIC03MyAtODUgIDI4IDIxNDAxMDAwMDBONDEuNjQzNTM1VzAwMC43NjMxNzQyMDIyMDIxNTExMjE1NTAyMTIwMjEyMDAuODA=,37925,2022-02-15T11:23:21Z,0,,-0.763174,41.643535,J,LC76F,1,ffffaa00
125,1,1,4,1,11,2,0,0C41,5.3,7,869154040105178,f99883d,0,-73,-85,28,21401,0,N,41.643535,W,0.763174,2022-02-15T11:20:14Z,212,2,12,0.8,MTI1MDAxMTAwNDAwMDExMTAyMDAwMDBDNDE1MzAwNzg2OTE1NDA0MDEwNTE3OGY5OTg4M2QwIC03MyAtODUgIDI4IDIxNDAxMDAwMDBONDEuNjQzNTM1VzAwMC43NjMxNzQyMDIyMDIxNTExMjAxNDAyMTIwMjEyMDAuODA=,37925,2022-02-15T11:21:40Z,0,,-0.763174,41.643535,J,LC76F,1,ffffaa00
125,1,1,3,1,11,2,0,0C41,5.4,5,869154040105178,f99883d,0,-73,-85,28,21401,0,N,41.643484,W,0.76312,2022-02-15T11:18:34Z,212,2,13,0.77,MTI1MDAxMTAwMzAwMDExMTAyMDAwMDBDNDE1NDAwNTg2OTE1NDA0MDEwNTE3OGY5OTg4M2QwIC03MyAtODUgIDI4IDIxNDAxMDAwMDBONDEuNjQzNDg0VzAwMC43NjMxMjAyMDIyMDIxNTExMTgzMzAyMTIwMjEzMDAuNzc=,37925,2022-02-15T11:20:00Z,0,,-0.76312,41.643484,J,LC76F,1,ffffaa00
125,1,1,2,1,11,2,0,0C41,4.7,3,869154040105178,f99883d,0,-74,-85,28,21401,0,N,41.643474,W,0.763176,2022-02-15T11:16:54Z,211,2,13,0.77,MTI1MDAxMTAwMjAwMDExMTAyMDAwMDBDNDE0NzAwMzg2OTE1NDA0MDEwNTE3OGY5OTg4M2QwIC03NCAtODUgIDI4IDIxNDAxMDAwMDBONDEuNjQzNDc0VzAwMC43NjMxNzYyMDIyMDIxNTExMTY1MzAyMTEwMjEzMDAuNzc=,37925,2022-02-15T11:18:19Z,0,,-0.763176,41.643474,J,LC76F,1,ffffaa00
125,1,1,1,1,11,2,0,0C41,4.8,2,869154040105178,f99883d,0,-74,-85,28,21401,0,N,41.643502,W,0.763194,2022-02-15T11:15:17Z,210,2,13,0.77,MTI1MDAxMTAwMTAwMDExMTAyMDAwMDBDNDE0ODAwMjg2OTE1NDA0MDEwNTE3OGY5OTg4M2QwIC03NCAtODUgIDI4IDIxNDAxMDAwMDBONDEuNjQzNTAyVzAwMC43NjMxOTQyMDIyMDIxNTExMTUxNjAyMTAwMjEzMDAuNzc=,37925,2022-02-15T11:16:38Z,0,,-0.763194,41.643502,J,LC76F,1,ffffaa00
125,1,2,31,1,11,2,0,0C42,4.4,51,869154040239290,f98683d,0,-70,-83,29,21401,0,N,41.643514,W,0.763107,2022-02-15T12:05:46Z,203,2,11,0.97,MTI1MDAxMjAzMTAwMDExMTAyMDAwMDBDNDI0NDA1MTg2OTE1NDA0MDIzOTI5MGY5ODY4M2QwIC03MCAtODMgIDI5IDIxNDAxMDAwMDBONDEuNjQzNTE0VzAwMC43NjMxMDcyMDIyMDIxNTEyMDU0NjAyMDMwMjExMDAuOTc=,37930,2022-02-15T12:06:21Z,0,,-0.763107,41.643514,D,LC76F,3,ffffaa00
125,1,1,30,1,11,2,0,0C42,5.1,50,869154040239290,f98683d,0,-70,-83,28,21401,0,N,41.643514,W,0.763107,2022-02-15T12:04:05Z,203,2,11,0.97,MTI1MDAxMTAzMDAwMDExMTAyMDAwMDBDNDI1MTA1MDg2OTE1NDA0MDIzOTI5MGY5ODY4M2QwIC03MCAtODMgIDI4IDIxNDAxMDAwMDBONDEuNjQzNTE0VzAwMC43NjMxMDcyMDIyMDIxNTEyMDQwNTAyMDMwMjExMDAuOTc=,37930,2022-02-15T12:05:31Z,0,,-0.763107,41.643514,D,LC76F,3,ffffaa00
125,1,1,29,1,11,2,0,0C42,5.1,49,869154040239290,f98683d,0,-70,-83,27,21401,0,N,41.643514,W,0.763107,2022-02-15T12:02:25Z,203,2,11,0.97,MTI1MDAxMTAyOTAwMDExMTAyMDAwMDBDNDI1MTA0OTg2OTE1NDA0MDIzOTI5MGY5ODY4M2QwIC03MCAtODMgIDI3IDIxNDAxMDAwMDBONDEuNjQzNTE0VzAwMC43NjMxMDcyMDIyMDIxNTEyMDIyNDAyMDMwMjExMDAuOTc=,37930,2022-02-15T12:03:50Z,0,,-0.763107,41.643514,D,LC76F,3,ffffaa00
125,1,1,28,1,11,2,0,0C42,4.4,47,869154040239290,f98683d,0,-69,-83,27,21401,0,N,41.643514,W,0.763107,2022-02-15T12:00:44Z,203,2,11,0.97,MTI1MDAxMTAyODAwMDExMTAyMDAwMDBDNDI0NDA0Nzg2OTE1NDA0MDIzOTI5MGY5ODY4M2QwIC02OSAtODMgIDI3IDIxNDAxMDAwMDBONDEuNjQzNTE0VzAwMC43NjMxMDcyMDIyMDIxNTEyMDA0NDAyMDMwMjExMDAuOTc=,37930,2022-02-15T12:02:09Z,0,,-0.763107,41.643514,D,LC76F,3,ffffaa00
125,1,1,27,1,11,2,0,0C42,4.4,45,869154040239290,f98683d,0,-69,-83,25,21401,0,N,41.643514,W,0.763107,2022-02-15T11:59:03Z,203,2,11,0.97,MTI1MDAxMTAyNzAwMDExMTAyMDAwMDBDNDI0NDA0NTg2OTE1NDA0MDIzOTI5MGY5ODY4M2QwIC02OSAtODMgIDI1IDIxNDAxMDAwMDBONDEuNjQzNTE0VzAwMC43NjMxMDcyMDIyMDIxNTExNTkwMjAyMDMwMjExMDAuOTc=,37930,2022-02-15T12:00:29Z,0,,-0.763107,41.643514,D,LC76F,3,ffffaa00
125,1,1,26,1,11,2,0,0C42,5.1,44,869154040239290,f98683d,0,-69,-83,25,21401,0,N,41.643514,W,0.763107,2022-02-15T11:57:23Z,203,2,11,0.97,MTI1MDAxMTAyNjAwMDExMTAyMDAwMDBDNDI1MTA0NDg2OTE1NDA0MDIzOTI5MGY5ODY4M2QwIC02OSAtODMgIDI1IDIxNDAxMDAwMDBONDEuNjQzNTE0VzAwMC43NjMxMDcyMDIyMDIxNTExNTcyMjAyMDMwMjExMDAuOTc=,37930,2022-02-15T11:58:48Z,0,,-0.763107,41.643514,D,LC76F,3,ffffaa00
125,1,1,25,1,11,2,0,0C42,5.1,42,869154040239290,f98683d,0,-70,-83,25,21401,0,N,41.643514,W,0.763107,2022-02-15T11:55:41Z,203,2,11,0.97,MTI1MDAxMTAyNTAwMDExMTAyMDAwMDBDNDI1MTA0Mjg2OTE1NDA0MDIzOTI5MGY5ODY4M2QwIC03MCAtODMgIDI1IDIxNDAxMDAwMDBONDEuNjQzNTE0VzAwMC43NjMxMDcyMDIyMDIxNTExNTU0MTAyMDMwMjExMDAuOTc=,37930,2022-02-15T11:57:07Z,0,,-0.763107,41.643514,D,LC76F,3,ffffaa00
125,1,1,24,1,11,2,0,0C42,5.1,40,869154040239290,f98683d,0,-70,-83,27,21401,0,N,41.643514,W,0.763107,2022-02-15T11:54:00Z,203,2,11,0.97,MTI1MDAxMTAyNDAwMDExMTAyMDAwMDBDNDI1MTA0MDg2OTE1NDA0MDIzOTI5MGY5ODY4M2QwIC03MCAtODMgIDI3IDIxNDAxMDAwMDBONDEuNjQzNTE0VzAwMC43NjMxMDcyMDIyMDIxNTExNTQwMDAyMDMwMjExMDAuOTc=,37930,2022-02-15T11:55:26Z,0,,-0.763107,41.643514,D,LC76F,3,ffffaa00
125,1,1,23,1,11,2,0,0C42,5.1,39,869154040239290,f98683d,0,-70,-83,27,21401,0,N,41.643514,W,0.763107,2022-02-15T11:52:21Z,203,2,11,0.97,MTI1MDAxMTAyMzAwMDExMTAyMDAwMDBDNDI1MTAzOTg2OTE1NDA0MDIzOTI5MGY5ODY4M2QwIC03MCAtODMgIDI3IDIxNDAxMDAwMDBONDEuNjQzNTE0VzAwMC43NjMxMDcyMDIyMDIxNTExNTIyMDAyMDMwMjExMDAuOTc=,37930,2022-02-15T11:53:46Z,0,,-0.763107,41.643514,D,LC76F,3,ffffaa00
125,1,1,22,1,11,2,0,0C42,5.1,37,869154040239290,f98683d,0,-70,-83,28,21401,0,N,41.643514,W,0.763107,2022-02-15T11:50:39Z,203,2,11,0.97,MTI1MDAxMTAyMjAwMDExMTAyMDAwMDBDNDI1MTAzNzg2OTE1NDA0MDIzOTI5MGY5ODY4M2QwIC03MCAtODMgIDI4IDIxNDAxMDAwMDBONDEuNjQzNTE0VzAwMC43NjMxMDcyMDIyMDIxNTExNTAzOTAyMDMwMjExMDAuOTc=,37930,2022-02-15T11:52:05Z,0,,-0.763107,41.643514,D,LC76F,3,ffffaa00
